Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
KI RESIDENCES AT BROOKVALE,"1,505,000",861.12,"1,748",05 Dec 2020,16 BROOKVALE DRIVE #07-36,New Sale,Strata,80,"18,813",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599980,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,521,000",861.12,"1,766",05 Dec 2020,16 BROOKVALE DRIVE #09-36,New Sale,Strata,80,"19,013",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599980,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,513,000",861.12,"1,757",05 Dec 2020,16 BROOKVALE DRIVE #08-36,New Sale,Strata,80,"18,913",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599980,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,449,000",861.12,"1,683",05 Dec 2020,16 BROOKVALE DRIVE #03-36,New Sale,Strata,80,"18,113",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599980,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,300,000",742.72,"1,750",05 Dec 2020,18 BROOKVALE DRIVE #09-37,New Sale,Strata,69,"18,841",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,HDB,599981,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,294,000",742.72,"1,742",05 Dec 2020,18 BROOKVALE DRIVE #08-37,New Sale,Strata,69,"18,754",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599981,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,142,000","1,194.8","1,793",05 Dec 2020,18 BROOKVALE DRIVE #08-39,New Sale,Strata,111,"19,297",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599981,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,354,000",753.48,"1,797",05 Dec 2020,18 BROOKVALE DRIVE #08-40,New Sale,Strata,70,"19,343",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599981,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,318,000",753.48,"1,749",05 Dec 2020,18 BROOKVALE DRIVE #05-40,New Sale,Strata,70,"18,829",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,HDB,599981,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,324,000",753.48,"1,757",05 Dec 2020,18 BROOKVALE DRIVE #06-41,New Sale,Strata,70,"18,914",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599981,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,151,000","1,194.8","1,800",05 Dec 2020,18 BROOKVALE DRIVE #09-42,New Sale,Strata,111,"19,378",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,HDB,599981,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,142,000","1,194.8","1,793",05 Dec 2020,18 BROOKVALE DRIVE #08-42,New Sale,Strata,111,"19,297",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,HDB,599981,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,652,000",936.47,"1,764",05 Dec 2020,2 BROOKVALE DRIVE #06-01,New Sale,Strata,87,"18,989",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599973,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,260,000",742.72,"1,696",05 Dec 2020,20 BROOKVALE DRIVE #01-45,New Sale,Strata,69,"18,261",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599982,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,668,000",979.52,"1,703",05 Dec 2020,20 BROOKVALE DRIVE #01-46,New Sale,Strata,91,"18,330",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599982,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,775,000",979.52,"1,812",05 Dec 2020,20 BROOKVALE DRIVE #09-47,New Sale,Strata,91,"19,505",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599982,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,318,000",753.48,"1,749",05 Dec 2020,20 BROOKVALE DRIVE #05-48,New Sale,Strata,70,"18,829",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599982,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,324,000",753.48,"1,757",05 Dec 2020,20 BROOKVALE DRIVE #06-48,New Sale,Strata,70,"18,914",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599982,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,354,000",753.48,"1,797",05 Dec 2020,20 BROOKVALE DRIVE #08-49,New Sale,Strata,70,"19,343",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599982,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,312,000",753.48,"1,741",05 Dec 2020,20 BROOKVALE DRIVE #04-49,New Sale,Strata,70,"18,743",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599982,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,719,000",979.52,"1,755",05 Dec 2020,20 BROOKVALE DRIVE #05-50,New Sale,Strata,91,"18,890",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599982,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,264,000",742.72,"1,702",05 Dec 2020,20 BROOKVALE DRIVE #06-52,New Sale,Strata,69,"18,319",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599982,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,260,000",742.72,"1,696",05 Dec 2020,20 BROOKVALE DRIVE #01-52,New Sale,Strata,69,"18,261",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,HDB,599982,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,288,000",742.72,"1,734",05 Dec 2020,20 BROOKVALE DRIVE #07-52,New Sale,Strata,69,"18,667",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599982,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,258,000",742.72,"1,694",05 Dec 2020,20 BROOKVALE DRIVE #05-52,New Sale,Strata,69,"18,232",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599982,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,450,000",861.12,"1,684",05 Dec 2020,22 BROOKVALE DRIVE #05-53,New Sale,Strata,80,"18,125",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599983,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,458,000",861.12,"1,693",05 Dec 2020,22 BROOKVALE DRIVE #06-53,New Sale,Strata,80,"18,225",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599983,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,498,000",861.12,"1,740",05 Dec 2020,22 BROOKVALE DRIVE #08-53,New Sale,Strata,80,"18,725",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599983,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,458,000",861.12,"1,693",05 Dec 2020,22 BROOKVALE DRIVE #06-54,New Sale,Strata,80,"18,225",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599983,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,498,000",861.12,"1,740",05 Dec 2020,22 BROOKVALE DRIVE #08-54,New Sale,Strata,80,"18,725",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599983,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,506,000",861.12,"1,749",05 Dec 2020,22 BROOKVALE DRIVE #09-54,New Sale,Strata,80,"18,825",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,HDB,599983,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,653,000",936.47,"1,765",05 Dec 2020,22 BROOKVALE DRIVE #09-55,New Sale,Strata,87,"19,000",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599983,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,046,000","1,173.28","1,744",05 Dec 2020,22 BROOKVALE DRIVE #08-56,New Sale,Strata,109,"18,771",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,HDB,599983,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,055,000","1,173.28","1,752",05 Dec 2020,22 BROOKVALE DRIVE #09-56,New Sale,Strata,109,"18,853",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,HDB,599983,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,348,000",753.48,"1,789",05 Dec 2020,6 BROOKVALE DRIVE #08-08,New Sale,Strata,70,"19,257",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599975,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,354,000",753.48,"1,797",05 Dec 2020,6 BROOKVALE DRIVE #09-09,New Sale,Strata,70,"19,343",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599975,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,776,000",979.52,"1,813",05 Dec 2020,6 BROOKVALE DRIVE #06-11,New Sale,Strata,91,"19,516",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599975,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,380,000",742.72,"1,858",05 Dec 2020,6 BROOKVALE DRIVE #09-12,New Sale,Strata,69,"20,000",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,HDB,599975,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,149,000","1,173.28","1,832",05 Dec 2020,8 BROOKVALE DRIVE #10-13,New Sale,Strata,109,"19,716",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599976,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,049,000","1,173.28","1,746",05 Dec 2020,8 BROOKVALE DRIVE #01-13,New Sale,Strata,109,"18,798",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,HDB,599976,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,235,000","1,259.39","1,775",05 Dec 2020,8 BROOKVALE DRIVE #03-15,New Sale,Strata,117,"19,103",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599976,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,271,000","1,259.39","1,803",05 Dec 2020,8 BROOKVALE DRIVE #05-15,New Sale,Strata,117,"19,410",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599976,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,355,000","1,259.39","1,870",05 Dec 2020,8 BROOKVALE DRIVE #09-15,New Sale,Strata,117,"20,128",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599976,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,331,000","1,259.39","1,851",05 Dec 2020,8 BROOKVALE DRIVE #07-15,New Sale,Strata,117,"19,923",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599976,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,671,000","1,474.67","1,811",05 Dec 2020,8 BROOKVALE DRIVE #05-16,New Sale,Strata,137,"19,496",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599976,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,815,000","1,474.67","1,909",05 Dec 2020,8 BROOKVALE DRIVE #10-16,New Sale,Strata,137,"20,547",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599976,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,659,000","1,474.67","1,803",05 Dec 2020,8 BROOKVALE DRIVE #04-16,New Sale,Strata,137,"19,409",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599976,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,755,000","1,474.67","1,868",05 Dec 2020,8 BROOKVALE DRIVE #09-16,New Sale,Strata,137,"20,109",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,HDB,599976,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,623,000","1,474.67","1,779",05 Dec 2020,8 BROOKVALE DRIVE #02-16,New Sale,Strata,137,"19,146",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599976,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,964,000","1,711.48","1,732",05 Dec 2020,8 BROOKVALE DRIVE #12-16,New Sale,Strata,159,"18,642",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599976,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,731,000","1,474.67","1,852",05 Dec 2020,8 BROOKVALE DRIVE #07-16,New Sale,Strata,137,"19,934",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599976,21,59,West Region,Clementi
CITY SQUARE RESIDENCES,"2,095,000","1,237.86","1,692",05 Dec 2020,12 KITCHENER LINK #28-22,Resale,Strata,115,"18,217",-,Condominium,1,Freehold,2008,Private,207224,08,20,Central Region,Kallang
THE WOODLEIGH RESIDENCES,"1,484,000",645.84,"2,298",06 Dec 2020,23 BIDADARI PARK DRIVE #05-34,New Sale,Strata,60,"24,733",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367796,13,36,Central Region,Toa Payoh
PARK COLONIAL,"1,366,200",678.13,"2,015",06 Dec 2020,2 WOODLEIGH LANE #13-01,New Sale,Strata,63,"21,686",-,Condominium,1,99 yrs from 11/10/2017,Uncompleted,HDB,357685,13,35,Central Region,Toa Payoh
THE GARDEN RESIDENCES,"1,534,700","1,044.11","1,470",06 Dec 2020,7 SERANGOON NORTH VIEW #15-35,New Sale,Strata,97,"15,822",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554346,19,55,North East Region,Serangoon
PIERMONT GRAND,"1,664,500","1,506.96","1,105",06 Dec 2020,22 SUMANG WALK #04-02,New Sale,Strata,140,"11,889",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828677,19,82,North East Region,Punggol
PIERMONT GRAND,"1,521,800","1,334.74","1,140",06 Dec 2020,30 SUMANG WALK #03-19,New Sale,Strata,124,"12,273",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828620,19,82,North East Region,Punggol
PIERMONT GRAND,"1,439,370","1,356.26","1,061",06 Dec 2020,30 SUMANG WALK #07-20,New Sale,Strata,126,"11,424",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828620,19,82,North East Region,Punggol
PIERMONT GRAND,"965,520",839.59,"1,150",06 Dec 2020,46 SUMANG WALK #02-53,New Sale,Strata,78,"12,378",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828628,19,82,North East Region,Punggol
THE FLORENCE RESIDENCES,"1,442,000",925.7,"1,558",06 Dec 2020,95 HOUGANG AVENUE 2 #05-69,New Sale,Strata,86,"16,767",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,533754,19,53,North East Region,Hougang
VIEW AT KISMIS,"950,000",516.67,"1,839",06 Dec 2020,15 LORONG KISMIS #01-02,New Sale,Strata,48,"19,792",-,Apartment,1,99 yrs from 31/05/2019,Uncompleted,Private,598008,21,59,Central Region,Bukit Timah
VIEW AT KISMIS,"1,019,000",602.78,"1,690",06 Dec 2020,17 LORONG KISMIS #02-09,New Sale,Strata,56,"18,196",-,Apartment,1,99 yrs from 31/05/2019,Uncompleted,Private,598010,21,59,Central Region,Bukit Timah
PARC CLEMATIS,"1,436,000",861.12,"1,668",06 Dec 2020,8E JALAN LEMPENG #13-53,New Sale,Strata,80,"17,950",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128827,05,12,West Region,Clementi
PARC CLEMATIS,"1,213,500",721.19,"1,683",06 Dec 2020,8F JALAN LEMPENG #23-59,New Sale,Strata,67,"18,112",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,126740,05,12,West Region,Clementi
PARC CLEMATIS,"1,462,000",914.94,"1,598",06 Dec 2020,8F JALAN LEMPENG #13-61,New Sale,Strata,85,"17,200",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,126740,05,12,West Region,Clementi
RIVIERE,"2,134,900",818.06,"2,610",06 Dec 2020,1 JIAK KIM STREET #04-02,New Sale,Strata,76,"28,091",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,Private,169423,03,16,Central Region,Singapore River
RIVIERE,"4,138,200","1,711.48","2,418",06 Dec 2020,1 JIAK KIM STREET #07-07,New Sale,Strata,159,"26,026",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,Private,169423,03,16,Central Region,Singapore River
SKY EVERTON,"2,393,000",914.94,"2,615",06 Dec 2020,50 EVERTON ROAD #17-02,New Sale,Strata,85,"28,153",-,Apartment,1,Freehold,Uncompleted,HDB,089396,02,08,Central Region,Bukit Merah
PULLMAN RESIDENCES NEWTON,"1,765,000",667.37,"2,645",06 Dec 2020,18 DUNEARN ROAD #02-07,New Sale,Strata,62,"28,468",-,Apartment,1,Freehold,Uncompleted,Private,309421,11,30,Central Region,Novena
THE AVENIR,"3,428,000","1,140.98","3,004",06 Dec 2020,8 RIVER VALLEY CLOSE #12-06,New Sale,Strata,106,"32,340",-,Condominium,1,Freehold,Uncompleted,Private,238432,09,23,Central Region,River Valley
LEEDON GREEN,"1,671,600",613.55,"2,724",06 Dec 2020,36 LEEDON HEIGHTS #06-43,New Sale,Strata,57,"29,326",-,Condominium,1,Freehold,Uncompleted,Private,266077,10,26,Central Region,Bukit Timah
KI RESIDENCES AT BROOKVALE,"2,673,000","1,474.67","1,813",06 Dec 2020,10 BROOKVALE DRIVE #01-20,New Sale,Strata,137,"19,511",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599977,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,473,000",861.12,"1,711",06 Dec 2020,14 BROOKVALE DRIVE #06-29,New Sale,Strata,80,"18,413",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599979,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,471,000",861.12,"1,708",06 Dec 2020,14 BROOKVALE DRIVE #01-30,New Sale,Strata,80,"18,388",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599979,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,271,000","1,259.39","1,803",06 Dec 2020,16 BROOKVALE DRIVE #07-34,New Sale,Strata,117,"19,410",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599980,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,561,000",861.12,"1,813",06 Dec 2020,16 BROOKVALE DRIVE #10-36,New Sale,Strata,80,"19,513",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599980,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,258,000",742.72,"1,694",06 Dec 2020,18 BROOKVALE DRIVE #05-37,New Sale,Strata,69,"18,232",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,HDB,599981,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,348,000",753.48,"1,789",06 Dec 2020,18 BROOKVALE DRIVE #07-40,New Sale,Strata,70,"19,257",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599981,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,490,000",861.12,"1,730",06 Dec 2020,22 BROOKVALE DRIVE #07-53,New Sale,Strata,80,"18,625",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,HDB,599983,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,343,000","1,259.39","1,860",06 Dec 2020,8 BROOKVALE DRIVE #08-15,New Sale,Strata,117,"20,026",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599976,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"2,415,000","1,259.39","1,918",06 Dec 2020,8 BROOKVALE DRIVE #10-15,New Sale,Strata,117,"20,641",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599976,21,59,West Region,Clementi
GARDENVISTA,"1,610,000","1,108.69","1,452",06 Dec 2020,950 DUNEARN ROAD #09-05,Resale,Strata,103,"15,631",-,Condominium,1,99 yrs from 09/09/1999,2006,HDB,589474,21,58,Central Region,Bukit Timah
TERRASSE,"886,000",753.48,"1,176",07 Dec 2020,33 TERRASSE LANE #02-64,Resale,Strata,70,"12,657",-,Condominium,1,99 yrs from 23/08/2010,2014,HDB,544780,19,54,North East Region,Hougang
VENEZIO,"1,308,000","1,173.28","1,115",07 Dec 2020,488 UPPER EAST COAST ROAD #03-08,Resale,Strata,109,"12,000",-,Apartment,1,Freehold,2006,Private,466520,16,46,East Region,Bedok
BLUE HORIZON,"1,208,888","1,151.75","1,050",07 Dec 2020,25 WEST COAST CRESCENT #17-15,Resale,Strata,107,"11,298",-,Condominium,1,99 yrs from 14/08/2000,2005,HDB,128047,05,12,West Region,Clementi
VARSITY PARK CONDOMINIUM,"1,570,000","1,302.44","1,205",07 Dec 2020,30 WEST COAST ROAD #04-17,Resale,Strata,121,"12,975",-,Condominium,1,99 yrs from 03/05/2004,2008,HDB,127450,05,12,West Region,Clementi
NORTHOAKS,"1,200,000","2,271.2",528,07 Dec 2020,32 WOODLANDS CRESCENT #15-02,Resale,Strata,211,"5,687",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,HDB,738087,25,73,North Region,Woodlands
8@WOODLEIGH,"1,245,000",958,"1,300",07 Dec 2020,2 WOODLEIGH CLOSE #03-03,Resale,Strata,89,"13,989",-,Condominium,1,99 yrs from 22/09/2008,2012,HDB,357900,13,35,Central Region,Toa Payoh
OPERA ESTATE,"1,700,000","1,311.06","1,297",07 Dec 2020,59 AIDA STREET,Resale,Land,121.8,"13,957",-,Terrace House,1,Freehold,-,Private,459974,15,45,East Region,Bedok
ECHELON,"2,500,000","1,313.21","1,904",07 Dec 2020,7 ALEXANDRA VIEW #36-05,Resale,Strata,122,"20,492",-,Condominium,1,99 yrs from 06/03/2012,2016,Private,158741,03,15,Central Region,Bukit Merah
HILLCREST ARCADIA,"1,820,000","1,883.7",966,07 Dec 2020,261 ARCADIA ROAD #08-01,Resale,Strata,175,"10,400",-,Condominium,1,99 yrs from 01/12/1975,1980,Private,289853,11,28,Central Region,Bukit Timah
WATERFRONT ISLE,"755,000",581.26,"1,299",07 Dec 2020,738 BEDOK RESERVOIR ROAD #08-30,Resale,Strata,54,"13,981",-,Condominium,1,99 yrs from 26/11/2009,2015,Private,479265,16,47,East Region,Bedok
ECO,"1,140,000",839.59,"1,358",07 Dec 2020,281 BEDOK SOUTH AVENUE 3 #13-37,Resale,Strata,78,"14,615",-,Condominium,1,99 yrs from 14/05/2012,2017,HDB,465459,16,46,East Region,Bedok
BISHAN 8,"1,385,000","1,173.28","1,180",07 Dec 2020,63 BISHAN STREET 21 #02-04,Resale,Strata,109,"12,706",-,Condominium,1,99 yrs from 09/10/1996,2000,Private,574045,20,57,Central Region,Bishan
WELLINGTON PARK,"4,308,000","3,224.89","1,336",07 Dec 2020,18 ELLINGTON SQUARE,Resale,Land,299.6,"14,379",-,Semi-Detached House,1,Freehold,1985,Private,568929,20,56,North East Region,Ang Mo Kio
RIVERBANK @ FERNVALE,"648,000",538.2,"1,204",07 Dec 2020,13 FERNVALE CLOSE #01-13,Resale,Strata,50,"12,960",-,Condominium,1,99 yrs from 10/07/2013,2017,HDB,797476,28,79,North East Region,Sengkang
